Invoice Id,Invoice Date,Invoice Due Date,Product Id,Product Description,Scraped Price,Invoice Unit Price,Reduction, Calculated
INV6282014,03/12/2019,27/06/2019,PRD14313962,Molson Canadian Light Beer,,,10%,9%
INV1238278,30/11/2019,03/12/2019,PRD18483833,SpikedSeltzer West Indies Lime Beer 6-12 fl. oz. Bottles,,,1%,7%
INV9635233,21/02/2019,29/06/2020,PRD83271055,A&W Caffeine-Free Root Beer,,,6%,10%
INV2959543,27/12/2019,22/01/2020,PRD42199523,SpikedSeltzer Valencia Orange Beer 6-12 fl. oz. Bottles,,,3%,10%
INV1950357,09/05/2019,21/11/2019,PRD31952962,Brewer's Best Natural Beer and Wine Fruit Flavoring 4 oz. (Lime),8.66,,9%,4%
INV6232308,07/01/2019,17/09/2019,PRD85394813,Coffee Porter Brewers Best Beer Making Kit - Premium,49.95,,4%,4%
INV8362770,14/02/2019,25/06/2019,PRD22677811,Hopunion Imported Hop Pellets for Home Brew Beer Making (Czech - Saaz) 1 ounce,6.05,,2%,8%
INV7446857,30/03/2019,03/06/2019,PRD87554643,Log Wood Palo Brazil Bag of 0.50 Oz Pack of 2,8.99,,2%,5%
INV8056689,27/01/2020,07/05/2019,PRD42228197,Brewer's Best Natural Beer and Wine Fruit Flavoring (Raspberry),9.21,,3%,8%
INV7497580,31/05/2019,28/09/2019,PRD90527556,Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack),,,3%,5%
INV3545557,09/06/2019,13/11/2019,PRD34048238,Brewer's Best Natural Beer and Wine Fruit Flavoring (Strawberry),9.27,,1%,2%
INV1450511,01/01/2019,16/07/2019,PRD60237069,1 Gallon Brewers Best Imperial Stout,32.75,,1%,1%
INV4566699,22/08/2019,24/05/2020,PRD26313572,Brewer's Best Classic Soda Extract Birch Beer - 2 Ounces,8.95,,8%,5%
INV2351598,21/03/2020,09/01/2020,PRD2581977,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Grapefruit IPA),24.02,,4%,10%
INV9163603,27/01/2020,13/12/2019,PRD67364498,Pineapple Bottle Opener  Pineapple Gifts for Island Oasis Pineapple Decor  Birthday Gifts for Travelers  Beach Decor Beer Opener in Gift Box  Pineapple Bar Accessories,6.97,,6%,6%
INV6714154,13/03/2020,19/01/2020,PRD10480629,Brewer's Best Natural Beer and Wine Fruit Flavoring (Pear),8.66,,8%,1%
INV8678779,01/08/2019,10/04/2020,PRD13171674,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Kolsch),26.11,,3%,1%
INV2920630,04/07/2019,27/12/2019,PRD27095825,Beer & Bourbon Liquor Nuts Gift Tin  - 16oz,30.00,,7%,7%
INV6616176,10/02/2020,25/05/2020,PRD17166613,Brewer's Best Natural Beer and Wine Fruit Flavoring (Banana),7.85,,2%,4%
INV5910147,16/02/2019,07/06/2019,PRD66815765,VIKING WARRIOR - Steins - Ceramic Beer Mug - Gift Boxed,24.99,,4%,10%
INV6855637,24/03/2019,30/09/2019,PRD17662047,Brewer's Best Natural Beer and Wine Fruit Flavoring (Pecan),7.84,,1%,8%
INV5680198,22/07/2019,27/02/2020,PRD66994141,Brewer's Best Beer Ingredient Kit -5 Gallon (Peanut Butter Porter),45.99,,1%,6%
INV9290031,13/10/2019,07/01/2020,PRD29003684,Antique Airplane Bottle Opener - Vintage Aviation Gifts for Pilot - Aircraft Decor - Birthday Gift for Veteran - Plane Beer Bottle Opener in Gift Box - Antique Gift,7.47,,1%,7%
INV9750260,08/01/2020,11/01/2020,PRD51070544,Ball Lock Beer Line Assembly,13.79,,9%,5%
INV9509228,08/12/2019,31/05/2019,PRD74074576,12 Oz. 2L x 2 1/2W x 6 3/4H Regina Beer/Water Goblet,,,3%,3%
INV1721263,03/02/2020,24/08/2019,PRD45933885,Microbreweries Lgnts Hzy Wndr 6/12c,,,3%,3%
INV2399354,08/01/2020,14/08/2019,PRD83915084,6 Pack Cardboard Beer Bottle Carrier For 12 Ounce Bottles White (24 Count),27.48,,5%,8%
INV3644848,11/01/2020,27/10/2019,PRD78182610,Barbed Ball Lock Quick Disconnects Liquid & Gas SET In Beer Out Kegging Homebrew,12.79,,9%,9%
INV5696483,26/05/2019,22/06/2020,PRD10862546,Homebrew Ball-Lock Disconnect - Liquid - Beer Line & Picnic Faucet - Dispense,12.17,,3%,1%
INV9291295,02/08/2019,05/12/2019,PRD83093498,HomeBrewStuff Briess CBW Dry Malt Extract (DME) for Home Beer Brewing (Sparkl...,17.99,,10%,3%
INV1296857,02/01/2019,20/02/2020,PRD46943662,Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,4%,5%
INV4983738,03/12/2019,06/09/2019,PRD76878400,"3/16"" Beer Line Assembly and 5/16"" Gas Line Assembly-Ball Lock",19.95,,3%,9%
INV8290812,25/02/2019,21/03/2020,PRD52308655,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (American Brown Ale),23.44,,2%,1%
INV9027431,06/11/2019,29/07/2019,PRD99271291,Fort Point Villager 6/12 C,,,6%,8%
INV2863763,14/02/2019,01/11/2019,PRD64783793,Brewer's Best Home Brew Beer Ingredient Kit - 5 Gallon (Grapefruit IPA),49.46,,5%,6%
INV6253136,19/02/2019,31/05/2019,PRD69977446,Brewer's Best Natural Beer and Wine Fruit Flavoring (Blackberry),8.94,,7%,8%
INV3453309,24/02/2020,10/03/2020,PRD90823703,HomeBrewStuff Briess CBW Dry Malt Extract (DME) for Home Beer Brewing (Bavari...,17.25,,8%,9%
INV5508923,07/03/2020,30/05/2020,PRD92640136,A&W Caffeine-Free Root Beer,,,8%,7%
INV7596015,27/10/2019,27/07/2019,PRD66223017,Kirin Ichiban Premium Beer,,,1%,1%
INV5773268,29/11/2019,22/12/2019,PRD50188488,Craft A Brew Oktoberfest Ale Beer Recipe Kit,,,4%,9%
INV2266773,14/01/2020,18/07/2019,PRD75397168,Coney Island Hard Root Beer,,,10%,2%
INV9172342,28/11/2019,11/06/2020,PRD75717929,SpikedSeltzer Indian River Grapefruit Beer 6-12 fl. oz. Bottles,,,2%,2%
INV4668463,17/01/2019,04/04/2019,PRD87385530,Craft A Brew Pale Ale Beer Recipe Kit,,,3%,3%
INV4371663,15/01/2020,28/01/2020,PRD22646123,Genesee 6/16 C,,,6%,4%
INV7332697,31/03/2019,09/12/2019,PRD81580318,Oatmeal Stout Beer Ingredient Kit,45.88,,7%,4%
INV9376302,02/12/2019,19/05/2019,PRD25097711,Beer Bottle Variety Bundle,43.97,,1%,4%
INV4253858,20/04/2019,19/05/2019,PRD38468277,HomeBrewStuff Briess CBW Dry Malt Extract (DME) for Home Beer Brewing (Bavari...,11.45,,10%,6%
INV2144741,13/01/2020,14/04/2019,PRD72299167,Brewer's Best Natural Beer and Wine Fruit Flavoring (Maple),9.71,,6%,8%
INV9992105,29/12/2019,20/06/2019,PRD70933439,El Rey Michelada Original 12 Oz - 1 count only,4.70,,2%,9%
INV5218023,18/11/2019,21/09/2019,PRD46981872,Brewer's Best Natural Beer and Wine Fruit Flavoring (Ginger),8.66,,6%,3%
INV7359707,19/01/2020,10/11/2019,PRD24501995,Muntons Connoisseurs Bock Beer 40 Pint Beer Kit,32.94,,9%,7%
INV9988741,21/05/2019,18/09/2019,PRD59258724,Two Chicks Gin,,,2%,3%
INV3880080,04/01/2019,23/05/2020,PRD44210369,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Imperial Stout),28.72,,4%,1%
INV5977346,23/01/2020,25/11/2019,PRD43094955,Brewer's Best Classic Soda Extracts Root Beer 2 Ounces,9.90,,1%,8%
INV4819825,26/02/2019,05/11/2019,PRD35646388,Spice Blend for Spiced Rum,,,10%,8%
INV9314975,05/01/2020,08/06/2020,PRD42172483,Bulk Dried Citrus Peel For Beer and Wine Making - 1 LB (Grapefruit),25.28,,7%,8%
INV1909629,25/02/2019,26/05/2020,PRD23121237,Coastwide Professional Lemon DC Plus 32 Oz. Bottle with Graduations CW0450SB-A,8.71,,2%,1%
INV6939780,27/12/2019,11/07/2019,PRD36714932,PRIMITIVES BY KATHY Shut Up Liver You're Fine Wooden Bottle Tag,7.95,,7%,3%
INV9351668,23/11/2019,16/01/2020,PRD58766386,Pyramid Apricot Ale,,,4%,10%
INV4407146,06/01/2020,27/10/2019,PRD27608476,No Title,9.99,,8%,2%
INV1146345,13/10/2019,13/09/2019,PRD66873543,Steel T - Bar Pull - Polished Chrome - 4 in.,10.11,,3%,3%
INV4734425,24/08/2019,08/02/2020,PRD65986005,Steel T - Bar Pull - Polished Chrome - 128 mm,10.39,,5%,4%
INV7146559,24/01/2019,21/08/2019,PRD78222696,Barrel Aged in a Bottle Oak Infusion Spiral (12),47.75,,8%,4%
INV7064180,09/10/2019,03/03/2020,PRD54118603,Brewer's Best All Natural Flavorings - Tropical Fruit 4 oz,10.98,,4%,7%
INV9622185,05/04/2019,05/08/2019,PRD54679442,Funky Buddha Firestone 805 1/24 C,,,2%,9%
INV3511581,20/10/2019,28/02/2020,PRD50408902,HomeBrewStuff Galena Hops - 2 oz Pellets,13.32,,8%,9%
INV6169724,17/09/2019,20/05/2019,PRD13056855,Austin Homebrew Clone Recipe Yuengling Traditional Lager (1C) - MINI MASH,36.66,,1%,6%
INV7540255,23/06/2019,25/04/2020,PRD36458204,One Step - 8 oz.,13.03,,2%,2%
INV1140411,06/01/2020,28/05/2019,PRD81102403,Hopunion US Hop Pellets for Home Brew Beer Making (Lemondrop)1 Ounce,6.65,,9%,9%
INV3406672,31/12/2019,17/10/2019,PRD90632005,REBBL Organic Maca Cold-Brew Energizing Elixir,,,2%,8%
INV8725006,01/01/2019,27/05/2020,PRD62586516,"Beer Gift Bag with Gift Tag""Hold My Beer & Watch This"" Design",,,6%,8%
INV1619249,06/02/2020,22/05/2020,PRD42953963,Brewer's Best Natural Beer and Wine Fruit Flavoring (Watermelon),8.56,,8%,1%
INV2283390,29/01/2020,14/02/2020,PRD72142521,QUOKKA TRITAN BOTTLE QUICK SIP AZURITE 830 ML,13.46,,4%,6%
INV5007180,08/04/2019,30/08/2019,PRD99322118,"Cornelius Plug Adapter - 1/4"" MPT",14.99,,3%,6%
INV3636128,09/04/2019,25/03/2020,PRD24817682,Austin Homebrew Clone Recipe Shiner Bock (5B) - MINI MASH,34.43,,7%,7%
INV3851077,17/01/2019,18/07/2019,PRD77020014,Nugget Hop Pellets (US),14.28,,9%,8%
INV3179023,01/03/2019,04/09/2019,PRD20987421,HomeBrewStuff Golding (US) Hops - 2 oz Pellets,14.75,,1%,2%
INV3991697,30/01/2019,05/10/2019,PRD22394374,Home Brew Ohio Flavor Bundle - Strawberry Lemonade - For Home Brewing,15.38,,2%,3%
INV1543521,11/03/2019,05/03/2020,PRD10895447,1 Liter Cobalt E.Z. Cap Bottles - Single,15.65,,6%,10%
INV5835657,06/12/2019,12/06/2019,PRD92774552,C-IN2 Multipack 2Pk LNS Profile Brif,,,6%,1%
INV2787306,02/07/2019,17/05/2020,PRD59621947,White Iris Musk,,,5%,10%
INV6621222,17/08/2019,19/12/2019,PRD68838855,Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,8%,1%
INV1546738,07/04/2019,04/11/2019,PRD48779609,Brewer's Best Natural Beer and Wine Fruit Flavoring (Strawberry/Kiwi),9.00,,3%,7%
INV1891403,29/10/2019,31/03/2020,PRD5731749,Coors Light Citrus Radler,,,3%,5%
INV9309056,22/03/2019,10/02/2020,PRD27752390,BCGA Concept Bruce Cost  Ginger Ale,,,3%,3%
INV5431165,12/07/2019,19/04/2020,PRD82426516,Fuselage: UMX Vapor Lite HP,16.99,,1%,6%
INV3317582,09/01/2020,19/12/2019,PRD76701595,HomeBrewStuff Glacier Hops - 2 oz Pellets,16.76,,9%,7%
INV2517929,12/02/2019,26/12/2019,PRD14006777,Weyermann Pale Ale Malt 1 Lb.,18.02,,7%,7%
INV6679830,04/02/2020,22/05/2019,PRD69501973,Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,4%,7%
INV5748654,25/05/2019,05/06/2019,PRD69184831,Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,3%,5%
INV4915207,25/01/2019,30/05/2019,PRD84704443,Alessi Autentico Farro,,,1%,2%
INV1797729,20/01/2020,30/07/2019,PRD55103077,Goldthread - Plant Based Tonic Turmeric Radiance - 12 fl. oz.,18.99,,7%,6%
INV4277571,17/04/2019,04/07/2019,PRD42218282,White Labs Belgian Style Saison Ale Blend WLP568 With Cold Pack and Heat Shield,18.59,,1%,10%
INV5471945,19/03/2020,14/08/2019,PRD67473146,White Labs Belgian Style Ale Blend WLP575 With Cold Pack and Heat Shield,18.59,,7%,9%
INV8775538,23/08/2019,25/06/2019,PRD84827887,Home Brew Ohio Flavor Bundle - Chocolate Covered Cherry - For Home Brewing,18.68,,7%,10%
INV4565810,09/04/2019,29/07/2019,PRD58551215,El Dorado Hops - 2 oz Pellets,18.89,,10%,6%
INV2298139,27/12/2019,24/05/2020,PRD88600066,5 lb Cara Red Weyermann,19.94,,4%,2%
INV9111938,27/05/2019,04/10/2019,PRD36481360,Austin Homebrew Clone Recipe Heineken Special Dark Lager (4C) - MINI MASH,45.20,,8%,5%
INV4633336,20/04/2019,11/04/2020,PRD23661440,Swirl Dark Cranberry Rectangle Glass Cabinet Pull - Black Post,19.30,,4%,1%
INV9314962,21/06/2019,02/06/2020,PRD26828380,AUTCARIBLE Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,1%,9%
INV6135261,06/12/2019,11/07/2019,PRD26168277,Akoyovwerve Novel Personalized Notes Beer Opener Wedding Gifts,8.80,,4%,9%
INV3291746,06/05/2019,06/05/2020,PRD26061789,organic wild tonic tropical turmeric,,,1%,9%
INV8452403,19/06/2019,03/07/2019,PRD77423124,Indian Sarsaparilla- 2 oz,21.96,,5%,6%
INV5322005,01/12/2019,13/06/2019,PRD24336421,Austin Homebrew Pumpkin Ale (23) - ALL GRAIN,38.67,,3%,9%
INV2431163,02/11/2019,21/08/2019,PRD97101023,Womens and Womens Plus Size Clearwater Curvy V-Neck T-Shirt,,,2%,1%
INV5931124,11/03/2020,16/02/2020,PRD28818844,"Home Brew Stuff RLMFLMPTSS1/4-1/4 1/4"" MFL to 1/4"" MPT",20.35,,1%,2%
INV9246707,27/10/2019,11/05/2020,PRD72631690,LANDSCAPE FABRIC W/PINS 10YR 3X60,20.96,,7%,2%
INV4837433,24/08/2019,24/03/2020,PRD58739445,Tigi Catwalk Your Highness Elevating 10.14 fl. oz. (Pack of 2),21.95,,10%,5%
INV5940089,18/08/2019,31/05/2020,PRD4755838,Cashew Clusters Natural Tasted,,,8%,1%
INV9912161,05/10/2019,30/04/2020,PRD89791814,5 lb Amber Malt,21.15,,8%,1%
INV4295987,21/01/2019,16/02/2020,PRD74096236,5 lb Black Prinz Malt,22.36,,8%,2%
INV9940413,10/02/2019,24/07/2019,PRD76837410,Maltin six pack Cans 12 FL oz / 355 ml,22.99,,10%,7%
INV5902479,14/01/2019,16/11/2019,PRD69748849,Home Brew Ohio Soda Making Packet-Classic Ginger Ale,24.18,,2%,2%
INV4419529,17/09/2019,14/01/2020,PRD69452385,American Oak Infusion Spirals - Medium Plus Toast,10.80,,2%,1%
INV8608702,05/08/2019,11/06/2020,PRD3871750,Stout Pack,23.39,,1%,3%
INV8956653,03/05/2019,16/12/2019,PRD7743080,Barrs Shandy 330ml (Pack of 6),23.87,,5%,10%
INV6037532,17/07/2019,13/06/2019,PRD31779136,K-FLEX USA Pipe Ins.,,,8%,5%
INV8734695,14/12/2019,31/10/2019,PRD17695882,Briess Pale Ale Canister 3.3 lb,26.49,,4%,7%
INV5531371,14/02/2019,30/12/2019,PRD87207548,Spearmint cut 1oz  (Mentha spicata),26.99,,2%,1%
INV6225760,24/01/2020,25/02/2020,PRD43944425,Brewery Snifter,,,5%,1%
INV9870798,03/08/2019,27/06/2019,PRD1638242,Austin Homebrew Clone Recipe Yuengling Traditional Lager (1C) - ALL GRAIN,36.05,,9%,6%
INV2077152,13/09/2019,24/06/2019,PRD36705374,1 Gallon Brewers Best Pale Ale,30.41,,6%,10%
INV5698064,28/02/2020,01/06/2019,PRD74619751,Muntons Plain Dark DME 3 LBS,29.39,,1%,8%
INV9373052,22/02/2019,24/06/2020,PRD95949176,Shiner Wicked Ram IPA,,,8%,2%
